|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|numexpress|rdeco|count_word_text|count_word_sent
2482|там|там|там|ADVB|2393|126|4|BADW|||17|1.0
2483|есть|была|была|VERB|2394|126|5|BADW|||34|1.0
2484|под|под|под|PREP|2395|126|6|BADW|||17|1.0
2486|7|7|7|NUMB|2396|126|7|NUMB|||6|1.0
2485|7м|7 метров|7 метров|NUSR|2396|126|7|NUSR|91||1|1.0
2487|метр|метров|метров|NOUN|2397|126|8||||15|1.0
2488|от|от|от|PREP|2398|126|9|BADW|||18|1.0
2489|торец|торца|торца|NOUN|2399|126|10||||2|2.0
2490|до|до|до|PREP|2400|126|11|BADW|||12|1.0
2491|торец|торца|торца|NOUN|2401|126|12||||2|2.0
2492|.|.|.|PNCT|2402|126|13|PNCT|||156|1.0
2493|аппарат|аппарат|Аппарат|NOUN|2403|127|1|SPEC|||2|1.0
2494|на|на|на|PRCL|2404|127|2|BADW|||65|3.0
2495|25т|25т|25т|NUSR|2405|127|3|NUSR|||7|1.0
2496|по|по|по|PREP|2406|127|4|BADW|||39|2.0
2497|блогзаписи|блогзаписи|блогзаписи|UNKN|2407|127|5|UNKN|||1|1.0
2498|вышел|вышел|вышел|VERB|2408|127|6||||7|1.0
2499|на|на|на|PRCL|2409|127|7|BADW|||65|3.0
2500|15ч|15 чел|15 чел|NUSR|2410|127|8|NUSR|92||2|1.0
2501|15|15|15|NUMB|2410|127|8|NUMB|||6|1.0
2502|чел|чел|чел|NOUN|2411|127|9||||2|1.0
2503|,|,|,|PNCT|2412|127|10|PNCT|||239|1.0
2505|в|в|в|NOUN|2413|127|11|BADW|||85|1.0
2504|7,1м|в 7,1 метра|в 7,1 метра|NUSR|2413|127|11|NUSR|93||1|1.0
2506|7,1|7,1|7,1|NUSR|2414|127|12|NUSR|||1|1.0
2507|метр|метра|метра|NOUN|2415|127|13||||15|1.0
2508|при|при|при|PREP|2416|127|14|BADW|||13|1.0
2509|броня|броне|броне|NOUN|2417|127|15|SPEC|||28|1.0
2511|по|по|по|PREP|2418|127|16|BADW|||39|2.0
2510|4|по 40мм|по 40мм|NUSR|2418|127|16|NUSR|94||7|1.0
2512|40мм|40мм|40мм|NUSR|2419|127|17|NUSR|||2|1.0
2513|на|на|на|PRCL|2420|127|18|BADW|||65|3.0
2514|борт|борт|борт|NOUN|2421|127|19||||11|1.0
2515|.|.|.|PNCT|2422|127|20|PNCT|||156|1.0
2516|и|и|И|PRCL|2423|128|1|BADW|||104|1.0
2518|3|3|3|NUMB|2424|128|2|NUMB|||7|1.0
2517|3т|3 т|3 т|NUSR|2424|128|2|NUSR|95||1|1.0
2519|т|т|т|NOUN|2425|128|3|BADW|||8|1.0
2520|,|,|,|PNCT|2426|128|4|PNCT|||239|2.0
2521|на|на|на|PRCL|2427|128|5|BADW|||65|1.0
2522|броня|броню|броню|NOUN|2428|128|6|SPEC|||28|2.0
2523|остался|осталось|осталось|VERB|2429|128|7||||4|1.0
2524|,|,|,|PNCT|2430|128|8|PNCT|||239|2.0
2525|этот|это|это|ADJF|2431|128|9|BADW|||50|1.0
2526|или|или|или|CONJ|2432|128|10|BADW|||11|2.0
2527|в|в|в|NOUN|2433|128|11|BADW|||85|2.0
2528|десантный|десантный|десантный|ADJF|2434|128|12||||1|1.0
2529|объём|объём|объём|NOUN|2435|128|13||||3|1.0
2530|или|или|или|CONJ|2436|128|14|BADW|||11|2.0
2531|в|в|в|NOUN|2437|128|15|BADW|||85|2.0
2532|лобовой|лобовую|лобовую|ADJF|2438|128|16||||1|1.0
2533|танковый|танковую|танковую|ADJF|2439|128|17||||2|1.0
2534|броня|броню|броню|NOUN|2440|128|18|SPEC|||28|2.0
2535|прекрасно|прекрасно|прекрасно|ADVB|2441|128|19|BADW|||1|1.0
2536|встаю|встаёт|встаёт|VERB|2442|128|20||||1|1.0
2537|.|.|.|PNCT|2443|128|21|PNCT|||156|1.0
2538|т-64|т-64|Т-64|DSNU|2444|129|1|DSNU|||1|1.0
2539|при|при|при|PREP|2445|129|2|BADW|||13|1.0
2540|36т|36т|36т|NUSR|2446|129|3|NUSR|||1|1.0
2541|,|,|,|PNCT|2447|129|4|PNCT|||239|2.0
2542|плаваю|плавал|плавал|VERB|2448|129|5||||1|1.0
2543|,|,|,|PNCT|2449|129|6|PNCT|||239|2.0
2544|значит|значит|значит|CONJ|2450|129|7|BADW|||4|1.0
2545|и|и|и|PRCL|2451|129|8|BADW|||104|1.0
2546|этот|этот|этот|ADJF|2452|129|9|BADW|||50|1.0
2547|смог|сможет|сможет|VERB|2453|129|10||||1|1.0
2548|.|.|.|PNCT|2454|129|11|PNCT|||156|1.0
2549|причём|причём|Причём|CONJ|2455|130|1|BADW|||3|1.0
2550|если|если|если|CONJ|2456|130|2|BADW|||10|1.0
2551|посчитать|посчитать|посчитать|INFN|2457|130|3||||1|1.0
2552|на|на|на|PRCL|2458|130|4|BADW|||65|1.0
2553|такой|таких|таких|ADJF|2459|130|5|BADW|||7|1.0
2554|же|же|же|PRCL|2460|130|6|BADW|||11|1.0
2555|поплавок|поплавках|поплавках|NOUN|2461|130|7||||3|1.0
2556|опвт|опвт|ОПВТ|ABVR|2462|130|8|ABVR|||2|1.0
2557|.|.|.|PNCT|2463|130|9|PNCT|||156|1.0
2558|простой|простой|Простой|NOUN|2464|131|1||||1|1.0
2559|фекальник|фекальник|фекальник|UNKN|2465|131|2|UNKN|||1|1.0
2560|откачал|откачает|откачает|VERB|2466|131|3||||1|1.0
2561|сотня|сотни|сотни|NOUN|2467|131|4||||3|1.0
2562|пулевой|пулевых|пулевых|ADJF|2468|131|5||||1|1.0
2563|пробитие|пробитий|пробитий|NOUN|2469|131|6||||1|1.0
2564|спокойно|спокойно|спокойно|ADVB|2470|131|7|BADW|||1|1.0
2565|.|.|.|PNCT|2471|131|8|PNCT|||156|1.0
2566|этот|это|Это|ADJF|2472|132|1|BADW|||50|1.0
2567|не|не|не|PRCL|2473|132|2||||39|2.0
2568|про|про|про|PREP|2474|132|3|BADW|||4|1.0
2569|брод|брод|брод|NOUN|2475|132|4||||1|1.0
2570|1,8п|1,8 при|1,8 при|NUSR|2476|132|5|NUSR|96||1|1.0
2571|1,8|1,8|1,8|NUSR|2476|132|5|NUSR|||1|1.0
2572|при|при|при|PREP|2477|132|6|BADW|||13|1.0
2573|высота|высоте|высоте|NOUN|2478|132|7||||5|1.0
2574|т64=2,2|т64=2,2|Т64=2,2|NAME|2479|132|8|NAME|||1|1.0
2575|и|и|и|PRCL|2480|132|9|BADW|||104|1.0
2576|не|не|не|PRCL|2481|132|10||||39|2.0
2577|телескопический|телескопическое|телескопическое|ADJF|2482|132|11||||1|1.0
2578|опвт|опвт|ОПВТ|ABVR|2483|132|12|SPEC|||2|1.0
2579|быстровоздвигаемое|быстровоздвигаемое|быстровоздвигаемое|UNKN|2484|132|13|UNKN|||1|1.0
2580|.|.|.|PNCT|2485|132|14|PNCT|||156|1.0
2581|поплавок|поплавок|Поплавок|NOUN|2486|133|1||||3|2.0
2582|2*1.2*1,2*9|2*1.2*1,2*9|2*1.2*1,2*9|NUSR|2487|133|2|NUSR|||1|1.0
2583|этот|это|это|ADJF|2488|133|3|BADW|||50|2.0
2584|26к|26 кубов|26 кубов|NUSR|2489|133|4|NUSR|97||1|1.0
2585|26|26|26|NUMB|2489|133|4|NUMB|||1|1.0
2586|куб|кубов|кубов|NOUN|2490|133|5|SPEC|||5|2.0
2588|к|к|к|NOUN|2491|133|6|BADW|||5|1.0
2587|21|к имеющимся 21|к имеющимся 21|NUSR|2491|133|6|NUSR|98||2|2.0
2589|имеющийся|имеющимся|имеющимся|PRTF|2492|133|7||||1|1.0
2590|21|21|21|NUMB|2493|133|8|NUMB|||2|2.0
2591|,|,|,|PNCT|2494|133|9|PNCT|||239|7.0
2592|суммарно|суммарно|суммарно|ADVB|2495|133|10|BADW|||1|1.0
2593|уже|уже|уже|PRCL|2496|133|11|BADW|||6|1.0
2594|под|под|под|PREP|2497|133|12|BADW|||17|1.0
2595|50|50|50|NUMB|2498|133|13|NUMB|||4|1.0
2596|,|,|,|PNCT|2499|133|14|PNCT|||239|7.0
2597|поплавок|поплавок|поплавок|NOUN|2500|133|15||||3|2.0
2598|ничтожный|ничтожное|ничтожное|ADJF|2501|133|16||||1|1.0
2599|изделие|изделие|изделие|NOUN|2502|133|17||||3|1.0
2600|,|,|,|PNCT|2503|133|18|PNCT|||239|7.0
2601|может|может|может|CONJ|2504|133|19|BADW|||3|1.0
2602|быть|быть|быть|INFN|2505|133|20|BADW|||3|2.0
2603|на|на|на|PRCL|2506|133|21|BADW|||65|1.0
2604|полобъёма|полобъёма|полобъёма|UNKN|2507|133|22|UNKN|||1|1.0
2605|надувной|надувным|надувным|ADJF|2508|133|23||||1|1.0
2606|,|,|,|PNCT|2509|133|24|PNCT|||239|7.0
2607|складный|складным|складным|ADJF|2510|133|25||||1|1.0
2608|частично|частично|частично|ADVB|2511|133|26|BADW|||1|1.0
2609|,|,|,|PNCT|2512|133|27|PNCT|||239|7.0
2610|да|да|да|INTJ|2513|133|28|BADW|||8|1.0
2611|пусть|пусть|пусть|PRCL|2514|133|29|BADW|||5|1.0
2612|капаю|капает|капает|VERB|2515|133|30||||1|1.0
2613|после|после|после|ADVB|2516|133|31|BADW|||1|1.0
2614|закручивание|закручивания|закручивания|NOUN|2517|133|32||||1|1.0
2615|крышка|крышек|крышек|NOUN|2518|133|33||||1|1.0
2616|сверху|сверху|сверху|PREP|2519|133|34|BADW|||4|1.0
2617|,|,|,|PNCT|2520|133|35|PNCT|||239|7.0
2618|конечно|конечно|конечно|PRCL|2521|133|36|BADW|||4|1.0
2619|много|много|много|ADVB|2522|133|37|BADW|||4|1.0
2620|куб|кубов|кубов|NOUN|2523|133|38|SPEC|||5|2.0
2621|могу|могут|могут|VERB|2524|133|39||||3|1.0
2622|быть|быть|быть|INFN|2525|133|40|BADW|||3|2.0
2623|вынесен|вынесены|вынесены|PRTS|2526|133|41||||1|1.0
2624|в|в|в|NOUN|2527|133|42|BADW|||85|1.0
2625|нашлёпка|нашлёпки|нашлёпки|NOUN|2528|133|43||||1|1.0
2626|спереди|спереди|спереди|PREP|2529|133|44|BADW|||2|1.0
2627|и|и|и|PRCL|2530|133|45|BADW|||104|1.0
2628|сзади|сзади|сзади|PREP|2531|133|46|BADW|||2|1.0
2629|,|,|,|PNCT|2532|133|47|PNCT|||239|7.0
2630|этот|это|это|ADJF|2533|133|48|BADW|||50|2.0
2631|же|же|же|PRCL|2534|133|49|BADW|||11|1.0
2632|повысил|повысит|повысит|VERB|2535|133|50||||2|1.0
2633|мореходность|мореходность|мореходность|NOUN|2536|133|51||||1|1.0
2634|.|.|.|PNCT|2537|133|52|PNCT|||156|1.0
2635|время|время|Время|NOUN|2538|134|1||||1|1.0
2636|одевание|одевания|одевания|NOUN|2539|134|2||||1|1.0
2637|ниже|ниже|ниже|CONJ|2540|134|3|BADW|||3|1.0
2639|15|15|15|NUMB|2541|134|4|NUMB|||6|1.0
2638|15м|15 минут|15 минут|NUSR|2541|134|4|NUSR|99||1|1.0
2640|минута|минут|минут|NOUN|2542|134|5||||1|1.0
2641|,|,|,|PNCT|2543|134|6|PNCT|||239|1.0
2642|сброс|сброс|сброс|NOUN|2544|134|7||||1|1.0
2643|секунда|секундами|секундами|NOUN|2545|134|8||||1|1.0
2644|по|по|по|PREP|2546|134|9|BADW|||39|1.0
2645|кнопка|кнопке|кнопке|NOUN|2547|134|10||||1|1.0
2646|.|.|.|PNCT|2548|134|11|PNCT|||156|1.0
2647|и|и|И|PRCL|2549|135|1|BADW|||104|1.0
2648|летающий|летающий|летающий|PRTF|2550|135|2||||2|1.0
2649|танк|танк|танк|NOUN|2551|135|3|SPEC|||20|1.0
2650|в|в|в|NOUN|2552|135|4|BADW|||85|1.0
2651|конец|конце|конце|NOUN|2553|135|5||||2|1.0
2652|видео|видео|видео|NOUN|2554|135|6||||1|1.0
2653|.|.|.|PNCT|2555|135|7|PNCT|||156|1.0
2654|сравнивать|сравнивать|Сравнивать|INFN|2556|136|1||||1|1.0
2655|с|с|с|NOUN|2557|136|2|BADW|||27|1.0
2656|т-15|т-15|Т-15|DSNU|2558|136|3|DSNU|||2|1.0
2657|не|не|не|PRCL|2559|136|4||||39|1.0
2658|стоило|стоит|стоит|VERB|2560|136|5||||2|1.0
2659|,|,|,|PNCT|2561|136|6|PNCT|||239|1.0
2660|там|там|там|ADVB|2562|136|7|BADW|||17|1.0
2661|другой|другая|другая|ADJF|2563|136|8||||3|1.0
2662|цена|цена|цена|NOUN|2564|136|9||||6|1.0
2663|.|.|.|PNCT|2565|136|10|PNCT|||156|1.0
2664|подтверждение|подтверждение|Подтверждение|NOUN|2566|137|1||||3|1.0
2665|.|.|.|PNCT|2567|137|2|PNCT|||156|1.0
2666|броня|брони|Брони|NOUN|2568|138|1|SPEC|||28|2.0
2667|остался|осталось|осталось|VERB|2569|138|2||||4|1.0
2668|11т|11 тонн|11 тонн|NUSR|2570|138|3|NUSR|100||4|2.0
2669|11|11|11|NUMB|2570|138|3|NUMB|||4|1.0
2670|тонна|тонн|тонн|NOUN|2571|138|4||||18|1.0
2671|минимум|минимум|минимум|PRCL|2572|138|5|BADW|||1|1.0
2672|,|,|,|PNCT|2573|138|6|PNCT|||239|6.0
2673|этот|это|это|ADJF|2574|138|7|BADW|||50|1.0
2674|на|на|на|PRCL|2575|138|8|BADW|||65|1.0
2675|18к|18 квадратов|18 квадратов|NUSR|2576|138|9|NUSR|101||1|1.0
2676|18|18|18|NUMB|2576|138|9|NUMB|||1|1.0
2677|квадрат|квадратов|квадратов|NOUN|2577|138|10||||7|1.0
2678|,|,|,|PNCT|2578|138|11|PNCT|||239|6.0
2679|лоб|лоб|лоб|NOUN|2579|138|12||||4|1.0
2680|и|и|и|PRCL|2580|138|13|BADW|||104|2.0
2681|борт|борта|борта|NOUN|2581|138|14||||11|1.0
2682|жилой|жилой|жилой|ADJF|2582|138|15||||3|1.0
2683|часть|части|части|NOUN|2583|138|16||||6|1.0
2684|корпус|корпуса|корпуса|NOUN|2584|138|17||||20|2.0
2685|,|,|,|PNCT|2585|138|18|PNCT|||239|6.0
2686|при|при|при|PREP|2586|138|19|BADW|||13|1.0
2687|это|этом|этом|NPRO|2587|138|20|BADW|||6|1.0
2688|корпус|корпус|корпус|NOUN|2588|138|21||||20|2.0
2689|можно|можно|можно|PRED|2589|138|22|BADW|||24|1.0
2690|кроить|кроить|кроить|INFN|2590|138|23||||2|2.0
2691|и|и|и|PRCL|2591|138|24|BADW|||104|2.0
2692|кроить|кроить|кроить|INFN|2592|138|25||||2|2.0
2693|для|для|для|PREP|2593|138|26|BADW|||5|1.0
2694|получение|получения|получения|NOUN|2594|138|27||||1|1.0
2695|броня|брони|брони|NOUN|2595|138|28|SPEC|||28|2.0
2696|,|,|,|PNCT|2596|138|29|PNCT|||239|6.0
2697|нижний|нижний|нижний|ADJF|2597|138|30||||7|1.0
2698|модуль|модуль|модуль|NOUN|2598|138|31||||2|1.0
2699|7к|7 кубов|7 кубов|NUSR|2599|138|32|NUSR|102||2|1.0
2700|7|7|7|NUMB|2599|138|32|NUMB|||6|1.0
2701|куб|кубов|кубов|NOUN|2600|138|33|SPEC|||5|1.0
2702|,|,|,|PNCT|2601|138|34|PNCT|||239|6.0
2703|ходовой|ходовая|ходовая|ADJF|2602|138|35||||16|1.0
2704|11т|11т|11т|NUSR|2603|138|36|NUSR|||4|2.0
2705|,|,|,|PNCT|2604|138|37|PNCT|||239|6.0
2706|вместо|вместо|вместо|PREP|2605|138|38|BADW|||2|1.0
2707|9|9|9|NUMB|2606|138|39|NUMB|||1|1.0
2708|.|.|.|PNCT|2607|138|40|PNCT|||156|1.0
2709|1|1|1|NUMB|2608|139|1|NUMB|||3|1.0
2710|,|,|,|PNCT|2609|139|2|PNCT|||239|6.0
2711|мто|мто|МТО|ABVR|2610|139|3|SPEC|||9|3.0
2712|спереди|спереди|спереди|PREP|2611|139|4|BADW|||2|1.0
2713|и|и|и|PRCL|2612|139|5|BADW|||104|5.0
2714|чтобы|чтобы|чтобы|PRCL|2613|139|6|BADW|||7|1.0
2715|этот|это|это|ADJF|2614|139|7|BADW|||50|2.0
2716|работаю|работало|работало|VERB|2615|139|8||||2|1.0
2717|нужен|нужно|нужно|ADJS|2616|139|9||||3|1.0
2718|,|,|,|PNCT|2617|139|10|PNCT|||239|6.0
2719|поставить|поставить|поставить|INFN|2618|139|11||||1|1.0
2720|бронеколпаки|бронеколпаки|бронеколпаки|UNKN|2619|139|12|UNKN|||1|1.0
2721|на|на|на|PRCL|2620|139|13|BADW|||65|1.0
2722|газоводы|газоводы|газоводы|UNKN|2621|139|14|UNKN|||1|1.0
2723|из|из|из|PREP|2622|139|15|BADW|||8|1.0
2724|мто|мто|МТО|ABVR|2623|139|16|SPEC|||9|3.0
2725|,|,|,|PNCT|2624|139|17|PNCT|||239|6.0
2726|и|и|и|PRCL|2625|139|18|BADW|||104|5.0
2727|продлить|продлить|продлить|INFN|2626|139|19||||1|1.0
2728|они|их|их|NPRO|2627|139|20|BADW|||10|1.0
2729|брезентовый|брезентовыми|брезентовыми|ADJF|2628|139|21||||1|1.0
2730|до|до|до|PREP|2629|139|22|BADW|||12|1.0
2731|конец|конца|конца|NOUN|2630|139|23||||2|1.0
2732|корпус|корпуса|корпуса|NOUN|2631|139|24||||20|1.0
2733|в|во|во|PREP|2632|139|25|BADW|||85|1.0
2734|избежение|избежение|избежение|UNKN|2633|139|26|UNKN|||1|1.0
2735|полный|полного|полного|ADJF|2634|139|27||||9|1.0
2736|ослепление|ослепления|ослепления|NOUN|2635|139|28||||1|1.0
2737|весь|всех|всех|ADJF|2636|139|29||||10|1.0
2738|прибор|приборов|приборов|NOUN|2637|139|30|SPEC|||1|1.0
2739|тепло|теплом|теплом|NOUN|2638|139|31||||1|1.0
2740|мто|мто|МТО|ABVR|2639|139|32|SPEC|||9|3.0
2741|,|,|,|PNCT|2640|139|33|PNCT|||239|6.0
2742|у|у|у|INTJ|2641|139|34|BADW|||18|1.0
2743|т-14|т-14|Т-14|DSNU|2642|139|35|DSNU|||3|1.0
2744|такой|такая|такая|ADJF|2643|139|36|BADW|||7|1.0
2745|штука|штука|штука|NOUN|2644|139|37||||2|1.0
2746|с|с|с|NOUN|2645|139|38|BADW|||27|1.0
2747|рассеиватель|рассеивателем|рассеивателем|NOUN|2646|139|39||||1|1.0
2748|и|и|и|PRCL|2647|139|40|BADW|||104|5.0
2749|охладитель|охладителем|охладителем|NOUN|2648|139|41||||1|1.0
2750|иду|идёт|идёт|VERB|2649|139|42||||2|1.0
2751|вдоль|вдоль|вдоль|PREP|2650|139|43|BADW|||1|1.0
2752|борт|борта|борта|NOUN|2651|139|44||||11|1.0
2753|,|,|,|PNCT|2652|139|45|PNCT|||239|6.0
2754|тут|тут|тут|ADVB|2653|139|46|BADW|||9|1.0
2755|этот|это|это|ADJF|2654|139|47|BADW|||50|2.0
2756|можно|можно|можно|PRED|2655|139|48|BADW|||24|1.0
2757|положить|положить|положить|INFN|2656|139|49||||2|1.0
2758|между|между|между|PREP|2657|139|50|BADW|||4|1.0
2759|слой|слоями|слоями|NOUN|2658|139|51||||2|1.0
2760|дз|дз|ДЗ|ABVR|2659|139|52|SPEC|||12|2.0
2761|над|над|над|PREP|2660|139|53|BADW|||8|1.0
2762|колесо|колёсами|колёсами|NOUN|2661|139|54||||11|1.0
2763|,|,|,|PNCT|2662|139|55|PNCT|||239|6.0
2764|крыша|крыша|крыша|NOUN|2663|139|56||||11|1.0
2765|освобождаюсь|освобождается|освобождается|VERB|2664|139|57||||1|1.0
2766|и|и|и|PRCL|2665|139|58|BADW|||104|5.0
2767|дз|дз|ДЗ|ABVR|2666|139|59|SPEC|||12|2.0
2768|продолжаю|продолжает|продолжает|VERB|2667|139|60||||1|1.0
2769|работать|работать|работать|INFN|2668|139|61||||1|1.0
2770|и|и|и|PRCL|2669|139|62|BADW|||104|5.0
2771|труба|трубы|трубы|NOUN|2670|139|63||||1|1.0
2772|защищён|защищены|защищены|PRTS|2671|139|64||||1|1.0
2773|50мм|50мм|50мм|NUSR|2672|139|65|NUSR|||2|1.0
2774|гомогенки|гомогенки|гомогенки|UNKN|2673|139|66|UNKN|||3|1.0
2775|фальшборт|фальшборта|фальшборта|NOUN|2674|139|67||||7|1.0
2776|.|.|.|PNCT|2675|139|68|PNCT|||156|1.0
2777|2|2|2|NUMB|2676|140|1|NUMB|||15|1.0
2778|,|,|,|PNCT|2677|140|2|PNCT|||239|2.0
2779|ходить|ходить|Ходить|INFN|2678|140|3|TITL|||3|1.0
2780|пацан|пацаны|пацаны|NOUN|2679|140|4||||1|1.0
2781|могу|могут|могут|VERB|2680|140|5||||3|1.0
2782|как|как|как|ADVB|2681|140|6|BADW|||19|1.0
2783|в|в|в|NOUN|2682|140|7|BADW|||85|2.0
2784|бмп-3|бмп-3|БМП-3|DSNU|2683|140|8|DSNU|||3|1.0
2785|,|,|,|PNCT|2684|140|9|PNCT|||239|2.0
2786|крыша|крыша|крыша|NOUN|2685|140|10||||11|1.0
2787|откидываюсь|откидывается|откидывается|VERB|2686|140|11||||1|1.0
2788|в|в|в|NOUN|2687|140|12|BADW|||85|2.0
2789|верх|верх|верх|NOUN|2688|140|13||||2|1.0
2790|.|.|.|PNCT|2689|140|14|PNCT|||156|1.0
2791|3|3|3|NUMB|2690|141|1|NUMB|||7|1.0
2792|,|,|,|PNCT|2691|141|2|PNCT|||239|4.0
2793|посадка|посадка|Посадка|NOUN|2692|141|3|TITL|||2|1.0
2794|отряд|отряда|отряда|NOUN|2693|141|4||||3|1.0
2795|в|в|в|NOUN|2694|141|5|BADW|||85|4.0
2796|машина|машину|машину|NOUN|2695|141|6|SPEC|||6|1.0
2797|,|,|,|PNCT|2696|141|7|PNCT|||239|4.0
2798|мто|мто|МТО|ABVR|2697|141|8|SPEC|||9|1.0
2799|ныне|ныне|ныне|ADVB|2698|141|9|BADW|||1|1.0
2800|3,7к|3,7 куба|3,7 куба|NUSR|2699|141|10|NUSR|103||2|1.0
2801|3,7|3,7|3,7|NUSR|2699|141|10|NUSR|||2|1.0
2802|куба|куба|куба|NOUN|2700|141|11|SPEC|||2|1.0
2803|что|что|что|PRCL|2701|141|12|BADW|||25|1.0
2804|многовато|многовато|многовато|ADVB|2702|141|13|BADW|||1|1.0
2805|а|а|а|CONJ|2703|141|14|BADW|||36|1.0
2806|мотор|мотор|мотор|NOUN|2704|141|15||||2|1.0
2807|вполне|вполне|вполне|ADVB|2705|141|16|BADW|||2|1.0
2808|можно|можно|можно|PRED|2706|141|17|BADW|||24|3.0
2809|понизить|понизить|понизить|INFN|2707|141|18||||1|1.0
2810|в|в|в|NOUN|2708|141|19|BADW|||85|4.0
2811|нижний|нижний|нижний|ADJF|2709|141|20||||7|2.0
2812|корпус|корпус|корпус|NOUN|2710|141|21||||20|2.0
2813|,|,|,|PNCT|2711|141|22|PNCT|||239|4.0
2814|да|да|да|INTJ|2712|141|23|BADW|||8|1.0
2815|и|и|и|PRCL|2713|141|24|BADW|||104|1.0
2816|спинка|спинку|спинку|NOUN|2714|141|25||||2|1.0
2817|сзади|сзади|сзади|PREP|2715|141|26|BADW|||2|1.0
2818|корпус|корпуса|корпуса|NOUN|2716|141|27||||20|2.0
2819|можно|можно|можно|PRED|2717|141|28|BADW|||24|3.0
2820|сделать|сделать|сделать|INFN|2718|141|29||||6|1.0
2821|в|в|в|NOUN|2719|141|30|BADW|||85|4.0
2822|наклон|наклон|наклон|NOUN|2720|141|31||||2|1.0
2823|,|,|,|PNCT|2721|141|32|PNCT|||239|4.0
2824|можно|можно|можно|PRED|2722|141|33|BADW|||24|3.0
2825|боец|бойцов|бойцов|NOUN|2723|141|34||||2|1.0
2826|весьма|весьма|весьма|ADVB|2724|141|35|BADW|||6|1.0
2827|присвободжить|присвободжить|присвободжить|UNKN|2725|141|36|UNKN|||1|1.0
2828|в|в|в|NOUN|2726|141|37|BADW|||85|4.0
2829|всё|всё|всё|PRCL|2727|141|38|BADW|||9|1.0
2830|тот|тот|тот|ADJF|2728|141|39|BADW|||22|1.0
2831|же|же|же|PRCL|2729|141|40|BADW|||11|1.0
2832|нижний|нижний|нижний|ADJF|2730|141|41||||7|2.0
2833|отсек|отсек|отсек|NOUN|2731|141|42||||4|1.0
2834|.|.|.|PNCT|2732|141|43|PNCT|||156|1.0
2835|схема|схема|Схема|NOUN|2733|142|1||||2|1.0
2836|из|из|из|PREP|2734|142|2|BADW|||8|1.0
2837|иной|иной|иной|ADJF|2735|142|3||||3|1.0
2838|машина|машины|машины|NOUN|2736|142|4|SPEC|||6|1.0
2839|.|.|.|PNCT|2737|142|5|PNCT|||156|1.0
2840|но|но|Но|INTJ|2738|143|1|BADW|||13|1.0
2841|полностью|полностью|полностью|ADVB|2739|143|2|BADW|||1|1.0
2842|аутентичный|аутентичная|аутентичная|ADJF|2740|143|3||||1|1.0
2843|о|о|о|INTJ|2741|143|4|BADW|||2|1.0
2844|что|чём|чём|NPRO|2742|143|5|BADW|||25|1.0
2845|писаю|писал|писал|VERB|2743|143|6||||1|1.0
2846|в|в|в|NOUN|2744|143|7|BADW|||85|1.0
2847|блогзаписе|блогзаписе|блогзаписе|UNKN|2745|143|8|UNKN|||1|1.0
2848|по|по|по|PREP|2746|143|9|BADW|||39|1.0
2849|машина|машине|машине|NOUN|2747|143|10|SPEC|||6|1.0
2850|на|на|на|PRCL|2748|143|11|BADW|||65|1.0
2851|25т|25т|25т|NUSR|2749|143|12|NUSR|||7|1.0
2852|.|.|.|PNCT|2750|143|13|PNCT|||156|1.0
2853|там|там|Там|ADVB|2751|144|1|BADW|||17|2.0
2854|же|же|же|PRCL|2752|144|2|BADW|||11|1.0
2855|расписан|расписано|расписано|PRTS|2753|144|3||||1|1.0
2856|,|,|,|PNCT|2754|144|4|PNCT|||239|3.0
2857|как|как|как|ADVB|2755|144|5|BADW|||19|1.0
2858|там|там|там|ADVB|2756|144|6|BADW|||17|2.0
2859|ходить|ходить|ходить|INFN|2757|144|7||||3|1.0
2860|,|,|,|PNCT|2758|144|8|PNCT|||239|3.0
2861|и|и|и|PRCL|2759|144|9|BADW|||104|2.0
2862|лежать|лежать|лежать|INFN|2760|144|10||||1|1.0
2863|,|,|,|PNCT|2761|144|11|PNCT|||239|3.0
2864|и|и|и|PRCL|2762|144|12|BADW|||104|2.0
2865|прочее|прочее|прочее|NPRO|2763|144|13|BADW|||5|1.0
2866|.|.|.|PNCT|2764|144|14|PNCT|||156|1.0
2867|если|если|Если|CONJ|2765|145|1|BADW|||10|1.0
2868|что|что|что|PRCL|2766|145|2|BADW|||25|1.0
2869|пишу|пишите|пишите|VERB|2767|145|3||||4|1.0
2870|,|,|,|PNCT|2768|145|4|PNCT|||239|1.0
2871|разрисую-с|разрисую-с|разрисую-с|UNKN|2769|145|5|UNKN|||1|1.0
2872|.|.|.|PNCT|2770|145|6|PNCT|||156|1.0
2873|кстати|кстати|Кстати|CONJ|2771|146|1|BADW|||2|1.0
2874|люк|люк|люк|NOUN|2772|146|2||||2|1.0
2875|из|из|из|PREP|2773|146|3|BADW|||8|1.0
2876|ляминия|ляминия|ляминия|UNKN|2774|146|4|UNKN|||1|1.0
2877|позволил|позволит|позволит|VERB|2775|146|5||||2|1.0
2878|повесить|повесить|повесить|INFN|2776|146|6||||2|1.0
2879|на|на|на|PRCL|2777|146|7|BADW|||65|1.0
2880|задник|задник|задник|NOUN|2778|146|8||||1|1.0
2881|лист|лист|лист|NOUN|2779|146|9||||4|1.0
2882|титан|титана|титана|NOUN|2780|146|10||||3|1.0
