|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|numexpress|rdeco|yotoe|case|plural|gender|animacy|cattimes|transitiv|sectransitiv|aspect|pers|catcomp|catcollat|catmood|catplural|refn|secrefn|f_sent|f_text
875|этот|эти|Эти|ADJF|822|60|1|BADW||||nomn|plur||||||||||||Apro|Anph|1.0|7
876|неточность|неточности|неточности|NOUN|823|60|2|||||gent|sing|femn|inan||||||||||||1.0|2
877|никак|никак|никак|ADVB|824|60|3|BADW|||||||||||||||||||1.0|1
878|не|не|не|PRCL|825|60|4||||||||||||||||||||1.0|28
879|влияю|влияют|влияют|VERB|826|60|5||||||plur|||pres|intr||impf|3per|||indc||||2.0|2
880|на|на|на|INTJ|827|60|6|BADW|||||||||||||||||||2.0|17
881|восприятие|восприятие|восприятие|NOUN|828|60|7|||||nomn|sing|neut|inan||||||||||||2.0|2
882|текст|текста|текста|NOUN|829|60|8|||||gent|sing|masc|inan||||||||||||2.0|30
883|человек|человеком|человеком|NOUN|830|60|9||||||sing|masc|anim||||||||||||1.0|2
884|,|,|,|PNCT|831|60|10|PNCT|||||||||||||||||||1.0|141
885|но|но|но|CONJ|832|60|11|BADW|||||||||||||||||||1.0|4
886|очень|очень|очень|ADVB|833|60|12|BADW|||||||||||||||||||1.0|1
887|существенно|существенно|существенно|ADVB|834|60|13|BADW|||||||||||||||||||1.0|1
888|влияю|влияют|влияют|VERB|835|60|14||||||plur|||pres|intr||impf|3per|||indc||||2.0|2
889|на|на|на|INTJ|836|60|15|BADW|||||||||||||||||||2.0|17
890|восприятие|восприятие|восприятие|NOUN|837|60|16|||||accs|sing|neut|inan||||||||||||2.0|2
891|и|и|и|CONJ|838|60|17|BADW|||||||||||||||||||1.0|44
892|интерпретация|интерпретацию|интерпретацию|NOUN|839|60|18|||||accs|sing|femn|inan||||||||||||1.0|1
893|такой|такого|такого|ADJF|840|60|19|BADW||||gent|sing|masc|||||||||||Apro||1.0|3
894|текст|текста|текста|NOUN|841|60|20|||||gent|sing|masc|inan||||||||||||2.0|30
895|машина|машиной|машиной|NOUN|842|60|21|SPEC||||gent|sing|femn|anim|||||||||Sgtm|Surn||1.0|1
896|.|.|.|PNCT|843|60|22|PNCT|||||||||||||||||||1.0|103
897|кроме|кроме|Кроме|PREP|844|61|1|BADW|||||||||||||||||||1.0|2
898|тот|того|того|ADJF|845|61|2|BADW||||gent|sing|masc|||||||||||Apro|Anph|1.0|5
899|,|,|,|PNCT|846|61|3|PNCT|||||||||||||||||||1.0|141
900|уж|уже|уже|NOUN|847|61|4|BADW|||||sing|masc|anim||||||||||||1.0|2
901|на|на|на|INTJ|848|61|5|BADW|||||||||||||||||||1.0|17
902|данный|данном|данном|PRTF|849|61|6||||||sing|masc||past|tran||perf|||pssv|||||1.0|7
903|этап|этапе|этапе|NOUN|850|61|7||||||sing|masc|inan||||||||||||1.0|1
904|стал|стала|стала|VERB|851|61|8||||||sing|femn||past|intr||perf||||indc||||1.0|1
905|очевидный|очевидной|очевидной|ADJF|852|61|9|||||gent|sing|femn|||||||||||Qual||1.0|1
906|необходимость|необходимость|необходимость|NOUN|853|61|10|||||nomn|sing|femn|inan||||||||||||1.0|1
907|сбор|сбора|сбора|NOUN|854|61|11|||||gent|sing|masc|inan||||||||||||1.0|1
908|и|и|и|CONJ|855|61|12|BADW|||||||||||||||||||1.0|44
909|хранение|хранения|хранения|NOUN|856|61|13|||||gent|sing|neut|inan||||||||||||1.0|1
910|разнообразный|разнообразной|разнообразной|ADJF|857|61|14|||||gent|sing|femn|||||||||||Qual||1.0|1
911|статистический|статистической|статистической|ADJF|858|61|15|||||gent|sing|femn|||||||||||||1.0|1
912|информация|информации|информации|NOUN|859|61|16|||||gent|sing|femn|inan||||||||||||1.0|1
913|о|об|об|PREP|860|61|17|BADW||||||||||||||||||Vpre|1.0|2
914|обрабатываемый|обрабатываемых|обрабатываемых|PRTF|861|61|18|||||gent|plur|||pres|tran||impf|||pssv|||||1.0|1
915|объект|объектах|объектах|NOUN|862|61|19||||||plur|masc|inan||||||||||||1.0|1
916|.|.|.|PNCT|863|61|20|PNCT|||||||||||||||||||1.0|103
917|с|с|С|NOUN|864|62|1|BADW||||nomn|sing|femn|inan|||||||||Fixd|Abbr||2.0|25
918|учет|учетом|учетом|NOUN|865|62|2||||1.0||sing|masc|inan||||||||||||1.0|1
919|этот|этих|этих|ADJF|866|62|3|BADW||||gent|plur||||||||||||Apro|Anph|1.0|7
920|фактор|факторов|факторов|NOUN|867|62|4|||||gent|plur|masc|inan||||||||||||1.0|1
921|,|,|,|PNCT|868|62|5|PNCT|||||||||||||||||||2.0|141
922|в|в|в|NOUN|869|62|6|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr||1.0|48
923|качество|качестве|качестве|NOUN|870|62|7||||||sing|neut|inan||||||||||||1.0|13
924|базовый|базового|базового|ADJF|871|62|8|||||gent|sing|masc|||||||||||Qual||1.0|2
925|пакет|пакета|пакета|NOUN|872|62|9|||||gent|sing|masc|inan||||||||||||1.0|1
926|работа|работы|работы|NOUN|873|62|10|||||gent|sing|femn|inan||||||||||||1.0|6
927|с|с|с|NOUN|874|62|11|BADW||||nomn|sing|femn|inan|||||||||Fixd|Abbr||2.0|25
928|данные|данными|данными|NOUN|875|62|12||||||plur||inan|||||||||Pltm|||1.0|8
929|есть|был|был|VERB|876|62|13|BADW|||||sing|masc||past|intr||impf||||indc||||1.0|8
930|выбран|выбран|выбран|PRTS|877|62|14||||||sing|masc||past|||perf|||pssv|||||1.0|1
931|pandas|pandas|Pandas|LATN|878|62|15|LATN|||||||||||||||||||1.0|3
932|,|,|,|PNCT|879|62|16|PNCT|||||||||||||||||||2.0|141
933|который|который|который|ADJF|880|62|17|BADW||||nomn|sing|masc|||||||||||Subx|Anph|1.0|9
934|помимо|помимо|помимо|PREP|881|62|18|BADW|||||||||||||||||||1.0|3
935|описанный|описанных|описанных|PRTF|882|62|19|||||gent|plur|||past|tran||perf|||pssv|||||1.0|1
936|выше|выше|выше|ADVB|883|62|20|BADW|||||||||||||||||||1.0|1
937|задача|задач|задач|NOUN|884|62|21|||||gent|plur|femn|inan||||||||||||1.0|5
938|позволил|позволил|позволил|VERB|885|62|22||||||sing|masc||past|tran||perf||||indc||||1.0|1
939|проводить|проводить|проводить|INFN|886|62|23||||||||||||perf||||||||1.0|1
940|пакетный|пакетную|пакетную|ADJF|887|62|24|||||accs|sing|femn|||||||||||Qual||1.0|1
941|лемматизация|лемматизацию|лемматизацию|NOUN|888|62|25|||||accs|sing|femn|inan||||||||||||1.0|2
942|.|.|.|PNCT|889|62|26|PNCT|||||||||||||||||||1.0|103
943|после|после|После|ADVB|890|63|1|BADW|||||||||||||||||||1.0|3
944|анализ|анализа|анализа|NOUN|891|63|2|||||gent|sing|masc|inan||||||||||||1.0|8
945|доступный|доступных|доступных|ADJF|892|63|3|||||gent|plur||||||||||||Qual||1.0|1
946|для|для|для|GRND|893|63|4|BADW||||||||pres|tran||impf||||||||1.0|13
947|работа|работы|работы|NOUN|894|63|5|||||gent|sing|femn|inan||||||||||||1.0|6
948|словарь|словарей|словарей|NOUN|895|63|6|||||gent|plur|masc|inan||||||||||||1.0|8
950|русский язык|русский язык|русского языка|2GRM|896|63|7|nPNC|39.0||||||||||||||||||1.0|3
949|русский|русского|русского|ADJF|896|63|7|||||gent|sing|masc|||||||||||Subx||1.0|4
951|язык|языка|языка|NOUN|897|63|8|||||gent|sing|masc|inan||||||||||||1.0|3
952|за|за|за|PREP|898|63|9|BADW|||||||||||||||||||1.0|1
953|основа|основу|основу|NOUN|899|63|10|||||accs|sing|femn|inan||||||||||||1.0|2
954|есть|был|был|VERB|900|63|11|BADW|||||sing|masc||past|intr||impf||||indc||||1.0|8
955|взят|взят|взят|PRTS|901|63|12||||||sing|masc||past|||perf|||pssv|||||1.0|1
956|opencorpora|opencorpora|OpenCorpora|LATN|902|63|13|LATN|||||||||||||||||||1.0|1
957|,|,|,|PNCT|903|63|14|PNCT|||||||||||||||||||1.0|141
958|к|к|к|NOUN|904|63|15|BADW||||nomn|sing|masc|anim|||||||||Fixd|Abbr||1.0|16
959|слово|слову|слову|NOUN|905|63|16|||||datv|sing|neut|inan||||||||||||1.0|32
960|использующийся|использующийся|использующийся|PRTF|906|63|17|||||accs|sing|masc|inan|pres|intr||impf|||actv|||||1.0|1
961|и|и|и|CONJ|907|63|18|BADW|||||||||||||||||||1.0|44
962|в|в|в|NOUN|908|63|19|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr||1.0|48
963|pymorphy2|pymorphy2|pymorphy2|LATN|909|63|20|LATN|||||||||||||||||||1.0|4
964|.|.|.|PNCT|910|63|21|PNCT|||||||||||||||||||1.0|103
965|он|он|Он|NPRO|911|64|1|BADW||||nomn|sing|masc||||||3per||||||Anph|2.0|2
966|подвергнулся|подвергся|подвергся|VERB|912|64|2||||||sing|masc||past|intr||perf||||indc||||1.0|1
967|трансформация|трансформации|трансформации|NOUN|913|64|3|||||accs|plur|femn|inan||||||||||||1.0|2
968|в|в|в|NOUN|914|64|4|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr||1.0|48
969|форма|форму|форму|NOUN|915|64|5|||||accs|sing|femn|inan||||||||||||1.0|2
970|удобный|удобную|удобную|ADJF|916|64|6|||||accs|sing|femn|||||||||||Qual||1.0|1
971|для|для|для|GRND|917|64|7|BADW||||||||pres|tran||impf||||||||1.0|13
972|работа|работы|работы|NOUN|918|64|8|||||accs|plur|femn|inan||||||||||||1.0|6
973|с|с|с|NOUN|919|64|9|BADW||||nomn|sing|femn|inan|||||||||Fixd|Abbr||1.0|25
974|pandas|pandas|Pandas|LATN|920|64|10|LATN|||||||||||||||||||1.0|3
975|,|,|,|PNCT|921|64|11|PNCT|||||||||||||||||||1.0|141
976|после|после|после|ADVB|922|64|12|BADW|||||||||||||||||||1.0|3
977|чего|чего|чего|ADVB|923|64|13|BADW|||||||||||||||||||1.0|2
978|из|из|из|PREP|924|64|14|BADW|||||||||||||||||||1.0|14
979|он|него|него|NPRO|925|64|15|BADW||||gent|sing|masc||||||3per||||||Af-p|2.0|2
980|выделен|выделены|выделены|PRTS|926|64|16||||||plur|||past|||perf|||pssv|||||1.0|1
981|следующий|следующие|следующие|ADJF|927|64|17|||||accs|plur||inan||||||||||||1.0|4
982|словарь|словари|словари|NOUN|928|64|18|||||accs|plur|masc|inan||||||||||||1.0|8
983|.|.|.|PNCT|929|64|19|PNCT|||||||||||||||||||1.0|103
984|большой|большой|большой|ADJF|930|65|1|||||gent|sing|femn|||||||||||Qual||1.0|2
985|,|,|,|PNCT|931|65|2|PNCT|||||||||||||||||||1.0|141
986|весь|вся|вся|ADJF|932|65|3|||||gent|plur||||||||||||Apro|Arch|1.0|3
987|баз|база|база|NOUN|933|65|4|||||gent|sing|masc|inan||||||||||||1.0|1
988|слово|слов|слов|NOUN|934|65|5|||||gent|plur|neut|inan||||||||||||1.0|32
989|.|.|.|PNCT|935|65|6|PNCT|||||||||||||||||||1.0|103
990|плохой|плохие|плохие|ADJF|936|66|1|||||accs|plur||inan||||||||||Qual||1.0|2
991|слово|слова|слова|NOUN|937|66|2|||||gent|sing|neut|inan||||||||||||2.0|32
992|,|,|,|PNCT|938|66|3|PNCT|||||||||||||||||||2.0|141
993|слово|слова|слова|NOUN|939|66|4|||||gent|sing|neut|inan||||||||||||2.0|32
994|,|,|,|PNCT|940|66|5|PNCT|||||||||||||||||||2.0|141
995|исключаемый|исключаемые|исключаемые|PRTF|941|66|6|||||accs|plur||inan|pres|tran||impf|||pssv|||||1.0|1
996|из|из|из|PREP|942|66|7|BADW|||||||||||||||||||1.0|14
998|анализ текста|анализ текст|анализа текста|2GRM|943|66|8|nPNC|68.0||||||||||||||||||1.0|3
997|анализ|анализа|анализа|NOUN|943|66|8|||||gent|sing|masc|inan||||||||||||1.0|8
999|текст|текста|текста|NOUN|944|66|9|||||gent|sing|masc|inan||||||||||||1.0|30
1000|в|в|в|NOUN|945|66|10|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr||1.0|48
1001|связь|связи|связи|NOUN|946|66|11|||||gent|sing|femn|inan||||||||||||1.0|1
1002|с|с|с|NOUN|947|66|12|BADW||||nomn|sing|femn|inan|||||||||Fixd|Abbr||1.0|25
1003|отсутствие|отсутствием|отсутствием|NOUN|948|66|13||||||sing|neut|inan||||||||||||1.0|1
1004|значимость|значимости|значимости|NOUN|949|66|14|||||gent|sing|femn|inan||||||||||||1.0|1
1005|.|.|.|PNCT|950|66|15|PNCT|||||||||||||||||||1.0|103
1006|специальный|специальный|специальный|ADJF|951|67|1|||||accs|sing|masc|inan||||||||||||1.0|1
1007|,|,|,|PNCT|952|67|2|PNCT|||||||||||||||||||1.0|141
1008|словарь|словарь|словарь|NOUN|953|67|3|||||accs|sing|masc|inan||||||||||||1.0|8
1009|специализированный|специализированных|специализированных|ADJF|954|67|4|||||gent|plur||||||||||||||1.0|2
1010|отраслевой|отраслевых|отраслевых|ADJF|955|67|5|ABVR||||gent|plur||||||||||||||1.0|3
1011|слово|слов|слов|NOUN|956|67|6|||||gent|plur|neut|inan||||||||||||1.0|32
1012|.|.|.|PNCT|957|67|7|PNCT|||||||||||||||||||1.0|103
1013|в|в|В|NOUN|958|68|1|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr||1.0|48
1014|словарь|словарь|словарь|NOUN|959|68|2|||||nomn|sing|masc|inan||||||||||||1.0|8
1015|не|не|не|PRCL|960|68|3||||||||||||||||||||1.0|28
1016|включён|включены|включены|PRTS|961|68|4||||||plur|||past|||perf|||pssv|||||1.0|1
1017|имя|имена|имена|NOUN|962|68|5|||||nomn|plur|neut|inan||||||||||||2.0|2
1018|собственный|собственные|собственные|ADJF|963|68|6|||||nomn|plur||||||||||||||1.0|1
1019|,|,|,|PNCT|964|68|7|PNCT|||||||||||||||||||8.0|141
1020|название|названия|названия|NOUN|965|68|8|||||nomn|plur|neut|inan||||||||||||1.0|2
1021|,|,|,|PNCT|966|68|9|PNCT|||||||||||||||||||8.0|141
1022|имя|имена|имена|NOUN|967|68|10|||||nomn|plur|neut|inan||||||||||||2.0|2
1023|,|,|,|PNCT|968|68|11|PNCT|||||||||||||||||||8.0|141
1024|фамилия|фамилии|фамилии|NOUN|969|68|12|||||nomn|plur|femn|inan||||||||||||1.0|1
1025|,|,|,|PNCT|970|68|13|PNCT|||||||||||||||||||8.0|141
1026|адрес|адреса|адреса|NOUN|971|68|14|||||nomn|plur|masc|inan||||||||||||1.0|1
1027|,|,|,|PNCT|972|68|15|PNCT|||||||||||||||||||8.0|141
1028|продукция|продукция|продукция|NOUN|973|68|16|||||nomn|sing|femn|inan||||||||||||1.0|2
1029|,|,|,|PNCT|974|68|17|PNCT|||||||||||||||||||8.0|141
1030|изделие|изделия|изделия|NOUN|975|68|18|||||nomn|plur|neut|inan||||||||||||1.0|1
1031|,|,|,|PNCT|976|68|19|PNCT|||||||||||||||||||8.0|141
1032|компания|компании|компании|NOUN|977|68|20|||||nomn|plur|femn|inan||||||||||||1.0|1
1033|,|,|,|PNCT|978|68|21|PNCT|||||||||||||||||||8.0|141
1034|персона|персоны|персоны|NOUN|979|68|22|||||nomn|plur|femn|anim||||||||||||1.0|1
1035|и|и|и|CONJ|980|68|23|BADW|||||||||||||||||||1.0|44
1036|т.д|т.д|т.д|PRCL|981|68|24|BADW|||||||||||||||||||1.0|3
1037|.|.|.|PNCT|982|68|25|PNCT|||||||||||||||||||1.0|103
1038|это|это|Это|PRCL|983|69|1|BADW|||||||||||||||||||1.0|7
1039|принципиальный|принципиальное|принципиальное|ADJF|984|69|2|||||nomn|sing|neut|||||||||||Qual||1.0|1
1040|и|и|и|CONJ|985|69|3|BADW|||||||||||||||||||2.0|44
1041|осознанный|осознанное|осознанное|PRTF|986|69|4|||||nomn|sing|neut||past|tran||perf|||pssv|||||1.0|1
1042|решение|решение|решение|NOUN|987|69|5|||||nomn|sing|neut|inan||||||||||||1.0|1
1043|,|,|,|PNCT|988|69|6|PNCT|||||||||||||||||||3.0|141
1044|поскольку|поскольку|поскольку|CONJ|989|69|7|BADW|||||||||||||||||||1.0|2
1045|в|в|в|NOUN|990|69|8|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr||1.0|48
1046|любая|любой|любой|NPRO|991|69|9|BADW||||gent|sing|femn|||||||||||||1.0|3
1047|живой|живой|живой|ADJF|992|69|10|||||nomn|sing|masc|||||||||||Qual||1.0|1
1048|отрасли/направлении|отрасли/направлении|отрасли/направлении|WLTR|993|69|11|WLTR|||||||||||||||||||1.0|1
1049|,|,|,|PNCT|994|69|12|PNCT|||||||||||||||||||3.0|141
1050|такой|такой|такой|ADJF|995|69|13|BADW||||nomn|sing|masc|||||||||||Apro||1.0|3
1051|подход|подход|подход|NOUN|996|69|14|||||nomn|sing|masc|inan||||||||||||1.0|1
1052|потребовал|потребовал|потребовал|VERB|997|69|15||||||sing|masc||past|tran||perf||||indc||||1.0|1
1053|бы|бы|бы|PRCL|998|69|16|BADW|||||||||||||||||||1.0|2
1054|постоянный|постоянного|постоянного|ADJF|999|69|17|||||gent|sing|masc|||||||||||Qual||1.0|1
1055|контроль|контроля|контроля|NOUN|1000|69|18|||||gent|sing|masc|inan||||||||||||1.0|2
1056|и|и|и|CONJ|1001|69|19|BADW|||||||||||||||||||2.0|44
1057|ручной|ручного|ручного|ADJF|1002|69|20|||||gent|sing|masc|||||||||||||1.0|6
1058|дополнение|дополнения|дополнения|NOUN|1003|69|21|||||gent|sing|neut|inan||||||||||||1.0|1
1059|словарь|словарей|словарей|NOUN|1004|69|22|||||gent|plur|masc|inan||||||||||||1.0|8
1060|,|,|,|PNCT|1005|69|23|PNCT|||||||||||||||||||3.0|141
1061|что|что|что|ADVB|1006|69|24|BADW|||||||||||||||||||1.0|9
1062|гублю|губит|губит|VERB|1007|69|25||||||sing|||pres|tran||impf|3per|||indc||||1.0|1
1063|идея|идею|идею|NOUN|1008|69|26|||||accs|sing|femn|inan||||||||||||1.0|3
1064|облегчение|облегчения|облегчения|NOUN|1009|69|27|||||gent|sing|neut|inan||||||||||||1.0|1
1065|труд|труда|труда|NOUN|1010|69|28|||||gent|sing|masc|inan||||||||||||1.0|1
1066|через|через|через|PREP|1011|69|29|BADW|||||||||||||||||||1.0|2
1067|автоматизация|автоматизацию|автоматизацию|NOUN|1012|69|30|||||accs|sing|femn|inan||||||||||||1.0|2
1068|.|.|.|PNCT|1013|69|31|PNCT|||||||||||||||||||1.0|103
1069|словарь|словари|Словари|NOUN|1014|70|1|||||nomn|plur|masc|inan||||||||||||1.0|8
1070|сохранён|сохранены|сохранены|PRTS|1015|70|2||||||plur|||past|||perf|||pssv|||||1.0|1
1071|юникоде|юникоде|юникоде|UNKN|1016|70|3|UNKN|||||||||||||||||||1.0|2
1072|,|,|,|PNCT|1017|70|4|PNCT|||||||||||||||||||1.0|141
1073|в|в|в|NOUN|1018|70|5|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr||1.0|48
1074|простой|простом|простом|ADJF|1019|70|6||||||sing|masc|||||||||||Qual||1.0|1
1075|текстовый|текстовом|текстовом|ADJF|1020|70|7||||||sing|masc|||||||||||||1.0|1
1076|формат|формате|формате|NOUN|1021|70|8||||||sing|masc|inan||||||||||||1.0|3
1077|для|для|для|GRND|1022|70|9|BADW||||||||pres|tran||impf||||||||1.0|13
1078|управление|управления|управления|NOUN|1023|70|10|||||gent|sing|neut|inan||||||||||||1.0|1
1079|из|из|из|PREP|1024|70|11|BADW|||||||||||||||||||1.0|14
1080|любая|любой|любой|NPRO|1025|70|12|BADW||||gent|sing|femn|||||||||||||1.0|3
1081|внешний|внешней|внешней|ADJF|1026|70|13|||||gent|sing|femn|||||||||||||1.0|1
1082|программа|программы|программы|NOUN|1027|70|14|||||gent|sing|femn|inan||||||||||||1.0|2
1083|.|.|.|PNCT|1028|70|15|PNCT|||||||||||||||||||1.0|103
1084|поскольку|поскольку|Поскольку|CONJ|1029|71|1|BADW|||||||||||||||||||1.0|2
1085|основа|основа|основа|NOUN|1030|71|2|||||nomn|sing|femn|inan||||||||||||1.0|2
1086|для|для|для|GRND|1031|71|3|BADW||||||||pres|tran||impf||||||||1.0|13
1087|словарь|словарей|словарей|NOUN|1032|71|4|||||gent|plur|masc|inan||||||||||||1.0|8
1088|в|в|в|NOUN|1033|71|5|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr||1.0|48
1089|nrlpk|nrlpk|nrlpk|LATN|1034|71|6|LATN|||||||||||||||||||1.0|13
1090|и|и|и|CONJ|1035|71|7|BADW|||||||||||||||||||2.0|44
1091|pymorphy2|pymorphy2|pymorphy2|LATN|1036|71|8|LATN|||||||||||||||||||1.0|4
1092|идентичен|идентична|идентична|ADJS|1037|71|9||||||sing|femn|||||||||||Qual||1.0|2
1093|,|,|,|PNCT|1038|71|10|PNCT|||||||||||||||||||1.0|141
1094|то|то|то|CONJ|1039|71|11|BADW|||||||||||||||||||1.0|4
1095|и|и|и|CONJ|1040|71|12|BADW|||||||||||||||||||2.0|44
1096|обозначение|обозначение|обозначение|NOUN|1041|71|13|||||nomn|sing|neut|inan||||||||||||1.0|3
1097|часть|частей|частей|NOUN|1042|71|14|||||gent|plur|femn|inan||||||||||||1.0|3
1098|речь|речи|речи|NOUN|1043|71|15|||||gent|sing|femn|inan||||||||||||1.0|2
1099|граммема|граммем|граммем|NOUN|1044|71|16|ABVR||||gent|plur|femn|inan||||||||||||1.0|7
1100|являюсь|является|является|VERB|1045|71|17||||||sing|||pres|intr||impf|3per|||indc||||1.0|1
1101|идентичный|идентичным|идентичным|ADJF|1046|71|18||||||sing|neut|||||||||||Qual||1.0|1
1102|.|.|.|PNCT|1047|71|19|PNCT|||||||||||||||||||1.0|103
1103|число|число|Число|NOUN|1048|72|1|||||nomn|sing|neut|inan||||||||||||1.0|11
1104|маркер|маркеров|маркеров|NOUN|1049|72|2|||||gent|plur|masc|inan||||||||||||2.0|8
1105|нестандартная граммема|нестандартных граммем|нестандартных граммем|ABVR|1050|72|3|ABVR|12.0||||||||||||||||||1.0|2
1106|нестандартный|нестандартных|нестандартных|ADJF|1050|72|3|||12.0||gent|plur||||||||||||Qual||1.0|2
1107|граммема|граммем|граммем|NOUN|1051|72|4|||12.0||gent|plur|femn|inan||||||||||||2.0|7
1108|на|на|на|INTJ|1052|72|5|BADW|||||||||||||||||||1.0|17
1109|данный|данный|данный|PRTF|1053|72|6|||||accs|sing|masc|inan|past|tran||perf|||pssv|||||1.0|7
1110|момент|момент|момент|NOUN|1054|72|7|||||accs|sing|masc|inan||||||||||||1.0|1
1111|составляю|составляет|составляет|VERB|1055|72|8||||||sing|||pres|tran||impf|3per|||indc||||1.0|1
1112|16 и|16 и|16 и|NUSR|1056|72|9|NUSR|13.0||||||||||||||||||1.0|1
1113|16|16|16|NUMB|1056|72|9|NUMB||13.0|||||||||||||||||1.0|1
1114|и|и|и|CONJ|1057|72|10|BADW||13.0|||||||||||||||||2.0|44
1115|большинство|большинство|большинство|NOUN|1058|72|11|||||accs|sing|neut|inan|||||||||Sgtm|||1.0|1
1116|из|из|из|PREP|1059|72|12|BADW|||||||||||||||||||2.0|14
1117|они|них|них|NPRO|1060|72|13|BADW||||gent|plur|||||||3per||||||Af-p|1.0|1
1118|,|,|,|PNCT|1061|72|14|PNCT|||||||||||||||||||3.0|141
1119|если|если|если|CONJ|1062|72|15|BADW|||||||||||||||||||1.0|4
1120|маркированный|маркированные|маркированные|PRTF|1063|72|16|||||accs|plur||inan|past|tran||impf|||pssv|||||1.0|2
1121|выражение|выражения|выражения|NOUN|1064|72|17|||||accs|plur|neut|inan||||||||||||1.0|17
1122|не|не|не|PRCL|1065|72|18||||||||||||||||||||1.0|28
1123|состою|состоят|состоят|VERB|1066|72|19||||||plur|||pres|intr||impf|3per|||indc||||1.0|1
1124|из|из|из|PREP|1067|72|20|BADW|||||||||||||||||||2.0|14
1125|несколько|нескольких|нескольких|NUMR|1068|72|21|||||gent|||||||||||||||1.0|3
1126|слово|слов|слов|NOUN|1069|72|22|||||gent|plur|neut|inan||||||||||||1.0|32
1127|,|,|,|PNCT|1070|72|23|PNCT|||||||||||||||||||3.0|141
1128|помимо|помимо|помимо|PREP|1071|72|24|BADW|||||||||||||||||||1.0|3
1129|маркер|маркера|маркера|NOUN|1072|72|25|||||gent|sing|masc|inan||||||||||||2.0|8
1130|,|,|,|PNCT|1073|72|26|PNCT|||||||||||||||||||3.0|141
1131|имею|имеют|имеют|VERB|1074|72|27||||||plur|||pres|tran||impf|3per|||indc||||1.0|3
1132|ещё|ещё|ещё|ADVB|1075|72|28|BADW|||||||||||||||||||1.0|2
1133|и|и|и|CONJ|1076|72|29|BADW|||||||||||||||||||2.0|44
1134|обозначение|обозначение|обозначение|NOUN|1077|72|30|||||nomn|sing|neut|inan||||||||||||1.0|3
1135|часть|части|части|NOUN|1078|72|31|||||gent|sing|femn|inan||||||||||||1.0|3
1136|речь|речи|речи|NOUN|1079|72|32|||||gent|sing|femn|inan||||||||||||1.0|2
1137|базовый|базовой|базовой|ADJF|1080|72|33|||||gent|sing|femn|||||||||||Qual||1.0|2
1138|граммема|граммемы|граммемы|NOUN|1081|72|34|||||gent|sing|femn|inan||||||||||||2.0|7
1139|.|.|.|PNCT|1082|72|35|PNCT|||||||||||||||||||1.0|103
1140|обозначение|обозначение|Обозначение|NOUN|1083|73|1|||||nomn|sing|neut|inan||||||||||||1.0|3
1141|совпадающий|совпадающих|совпадающих|PRTF|1084|73|2|||||gent|plur|||pres|intr||impf|||actv|||||1.0|1
1142|маркер|маркеров|маркеров|NOUN|1085|73|3|||||gent|plur|masc|inan||||||||||||1.0|8
1143|нестандартная граммема|нестандартных граммем|нестандартных граммем|ABVR|1086|73|4|ABVR|14.0||||||||||||||||||1.0|2
1144|нестандартный|нестандартных|нестандартных|ADJF|1086|73|4|||14.0||gent|plur||||||||||||Qual||1.0|2
1145|граммема|граммем|граммем|NOUN|1087|73|5|||14.0||gent|plur|femn|inan||||||||||||1.0|7
1146|с|с|с|NOUN|1088|73|6|BADW||||nomn|sing|femn|inan|||||||||Fixd|Abbr||1.0|25
1147|pymorphy2|pymorphy2|pymorphy2|LATN|1089|73|7|LATN|||||||||||||||||||1.0|4
1148|идентичен|идентично|идентично|ADJS|1090|73|8||||||sing|neut|||||||||||Qual||1.0|2
1149|,|,|,|PNCT|1091|73|9|PNCT|||||||||||||||||||1.0|141
1150|в|в|в|NOUN|1092|73|10|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr||1.0|48
1151|частность|частности|частности|NOUN|1093|73|11|||||gent|sing|femn|inan||||||||||||1.0|1
1152|.|.|.|PNCT|1094|73|12|PNCT|||||||||||||||||||1.0|103
1153|numb|numb|NUMB|LATN|1095|74|1|LATN|||||||||||||||||||1.0|2
1154|,|,|,|PNCT|1096|74|2|PNCT|||||||||||||||||||1.0|141
1155|число|число|число|NOUN|1097|74|3|||||nomn|sing|neut|inan||||||||||||1.0|11
1156|.|.|.|PNCT|1098|74|4|PNCT|||||||||||||||||||1.0|103
1157|romn|romn|ROMN|LATN|1099|75|1|LATN|||||||||||||||||||1.0|2
1158|,|,|,|PNCT|1100|75|2|PNCT|||||||||||||||||||1.0|141
1159|римский|римское|римское|ADJF|1101|75|3|||||nomn|sing|neut|||||||||||||1.0|1
1160|число|число|число|NOUN|1102|75|4|||||nomn|sing|neut|inan||||||||||||1.0|11
1161|.|.|.|PNCT|1103|75|5|PNCT|||||||||||||||||||1.0|103
1162|unkn|unkn|UNKN|LATN|1104|76|1|LATN|||||||||||||||||||1.0|1
