|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|numexpress|rdeco|yotoe|case|plural|gender|animacy|cattimes|transitiv|sectransitiv|aspect|pers|catcomp|catcollat|catmood|catplural|refn|secrefn|pw|f_text|f_sent
2528|другой|другое|другое|ADJF|2365.0|124.0|28.0|||||nomn|sing|neut|||||||||||Subx|||3|1.0
2529|изделие|изделие|изделие|NOUN|2366.0|124.0|29.0|||||nomn|sing|neut|inan|||||||||||||3|1.0
2530|.|.|.|PNCT|2367.0|124.0|30.0|PNCT||||||||||||||||||||157|1.0
2531|в|во|Во|PREP|2368.0|125.0|1.0|BADW||||||||||||||||||Vpre||87|1.0
2532|всякий|всяком|всяком|ADJF|2369.0|125.0|2.0||||||sing|masc|||||||||||Apro|||2|1.0
2533|случ|случа|случа|NOUN|2370.0|125.0|3.0|||||gent|sing|masc|anim|||||||||Sgtm|Surn|||1|1.0
2534|подлёт|подлёт|подлёт|NOUN|2371.0|125.0|4.0|||||nomn|sing|masc|inan|||||||||||||1|1.0
2535|рсзо|рсзо|РСЗО|NOUN|2372.0|125.0|5.0|SPEC|||||sing||anim||||||||||Name|||2|1.0
2536|или|или|или|CONJ|2373.0|125.0|6.0|BADW||||||||||||||||||||11|1.0
2537|птур|птур|ПТУР|NOUN|2374.0|125.0|7.0|SPEC|||||sing||anim||||||||||Name|||3|1.0
2538|непрямой|непрямой|непрямой|ADJF|2375.0|125.0|8.0|||||gent|sing|femn||||||||||||||1|1.0
2539|наводка|наводкой|наводкой|NOUN|2376.0|125.0|9.0||||||sing|femn|inan|||||||||||||2|1.0
2540|10-15 км|с 10-15 км|с 10-15 км|NUSR|2377.0|125.0|10.0|NUSR|112.0|||||||||||||||||||1|1.0
2541|с|с|с|NOUN|2377.0|125.0|10.0|BADW||112.0||nomn|sing|femn|inan|||||||||Fixd|Abbr|||27|1.0
2542|10-15|10-15|10-15|NUSR|2378.0|125.0|11.0|NUSR||112.0||||||||||||||||||1|1.0
2543|км|км|км|NOUN|2379.0|125.0|12.0|||112.0||gent|sing|masc|inan|||||||||Fixd|Abbr|||3|1.0
2544|от|от|от|PREP|2380.0|125.0|13.0|BADW||||||||||||||||||||19|2.0
2545|передовой|передовой|передовой|ADJF|2381.0|125.0|14.0|||||gent|sing|femn||||||||||||||1|1.0
2546|,|,|,|PNCT|2382.0|125.0|15.0|PNCT||||||||||||||||||||232|2.0
2547|от|от|от|PREP|2383.0|125.0|16.0|BADW||||||||||||||||||||19|2.0
2548|целю|цели|цели|VERB|2384.0|125.0|17.0||||||sing||||tran||impf||excl||impr|||||1|1.0
2549|весьма|весьма|весьма|ADVB|2385.0|125.0|18.0|BADW||||||||||||||||||||6|1.0
2550|проблематичен|проблематичен|проблематичен|ADJS|2386.0|125.0|19.0||||||sing|masc|||||||||||Qual|||1|1.0
2551|опять|опять|опять|ADVB|2387.0|125.0|20.0|BADW||||||||||||||||||||2|1.0
2552|же|же|же|CONJ|2388.0|125.0|21.0|BADW||||||||||||||||||||11|2.0
2553|вне|вне|вне|ADVB|2389.0|125.0|22.0|BADW||||||||||||||||||||1|1.0
2554|прямая|прямой|прямой|NOUN|2390.0|125.0|23.0|||||gent|sing|femn|inan|||||||||||||3|1.0
2555|видимость|видимости|видимости|NOUN|2391.0|125.0|24.0|||||gent|sing|femn|inan|||||||||||||1|1.0
2556|,|,|,|PNCT|2392.0|125.0|25.0|PNCT||||||||||||||||||||232|2.0
2557|к|к|к|NOUN|2393.0|125.0|26.0|BADW||||nomn|sing|masc|anim|||||||||Fixd|Abbr|||5|1.0
2558|тот|тому|тому|ADJF|2394.0|125.0|27.0|BADW||||datv|sing|masc|||||||||||Apro|Anph||6|1.0
2559|том|тому|тому|NOUN|2394.0|125.0|27.0|||||datv|sing|masc|inan|||||||||||||2|1.0
2560|же|же|же|CONJ|2395.0|125.0|28.0|BADW||||||||||||||||||||11|2.0
2561|это|это|это|PRCL|2396.0|125.0|29.0|BADW||||||||||||||||||||55|1.0
2562|глубина|глубина|глубина|NOUN|2397.0|125.0|30.0|||||nomn|sing|femn|inan|||||||||||||2|2.0
2563|тыл|тыла|тыла|NOUN|2398.0|125.0|31.0|||||gent|sing|masc|inan|||||||||||||1|1.0
2564|для|для|для|GRND|2399.0|125.0|32.0|BADW||||||||pres|tran||impf|||||||||5|1.0
2565|разведка|разведки|разведки|NOUN|2400.0|125.0|33.0|||||gent|sing|femn|inan|||||||||||||1|1.0
2566|и|и|и|CONJ|2401.0|125.0|34.0|BADW||||||||||||||||||||104|1.0
2567|пво|пво|ПВО|NOUN|2402.0|125.0|35.0|SPEC||||gent|sing|femn|inan|||||||||Fixd|Abbr|||1|1.0
2568|на|на|на|INTJ|2403.0|125.0|36.0|BADW||||||||||||||||||||65|1.0
2569|такой|такой|такой|ADJF|2404.0|125.0|37.0|BADW||||nomn|sing|masc|||||||||||Apro|||7|1.0
2570|глубина|глубине|глубине|NOUN|2405.0|125.0|38.0|||||datv|sing|femn|inan|||||||||||||2|2.0
2571|куда|куда|куда|ADVB|2406.0|125.0|39.0|BADW||||||||||||||||||||4|1.0
2572|эффективнее|эффективнее|эффективнее|COMP|2407.0|125.0|40.0|||||||||||||||||||||2|1.0
2573|.|.|.|PNCT|2408.0|125.0|41.0|PNCT||||||||||||||||||||157|1.0
2574|в|в|В|NOUN|2409.0|126.0|1.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|1.0
2575|принцип|принципе|принципе|NOUN|2410.0|126.0|2.0||||||sing|masc|inan|||||||||||||2|1.0
2576|ещё|ещё|ещё|ADVB|2411.0|126.0|3.0|BADW||||||||||||||||||||17|1.0
2577|раз|раз|раз|ADVB|2412.0|126.0|4.0|BADW||||||||||||||||||||12|1.0
2578|рисовать|рисовать|рисовать|INFN|2413.0|126.0|5.0||||||||||||impf|||||||||1|1.0
2579|ису-152|ису-152|ИСУ-152|DSNU|2414.0|126.0|6.0|DSNU||||||||||||||||||||2|1.0
2580|прям|прям|прям|ADJS|2415.0|126.0|7.0|BADW|||||sing|masc|||||||||||Qual|||4|1.0
2581|большой|большого|большого|ADJF|2416.0|126.0|8.0|||||gent|sing|masc|||||||||||Qual|||3|1.0
2582|смысл|смысла|смысла|NOUN|2417.0|126.0|9.0|||||gent|sing|masc|inan|||||||||||||2|1.0
2583|нет|нет|нет|INTJ|2418.0|126.0|10.0|||||||||||||||||||||4|1.0
2584|.|.|.|PNCT|2419.0|126.0|11.0|PNCT||||||||||||||||||||157|1.0
2585|но|но|Но|CONJ|2420.0|127.0|1.0|BADW||||||||||||||||||||13|1.0
2586|длинен|длинна|длинна|ADJS|2421.0|127.0|2.0||||||sing|femn|||||||||||Qual|||2|1.0
2587|корпус|корпуса|корпуса|NOUN|2422.0|127.0|3.0|||||gent|sing|masc|inan|||||||||||||20|1.0
2588|там|там|там|ADVB|2423.0|127.0|4.0|BADW||||||||||||||||||||17|1.0
2589|есть|была|была|VERB|2424.0|127.0|5.0|BADW|||||sing|femn||past|intr||impf||||indc|||||35|1.0
2590|под|под|под|NOUN|2425.0|127.0|6.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||17|1.0
2591|7 метров|7 метров|7 метров|NUSR|2426.0|127.0|7.0|NUSR|113.0|||||||||||||||||||1|1.0
2592|7|7|7|NUMB|2426.0|127.0|7.0|NUMB||113.0||||||||||||||||||6|1.0
2593|метр|метров|метров|NOUN|2427.0|127.0|8.0|||113.0||gent|plur|masc|inan|||||||||||||15|1.0
2594|от|от|от|PREP|2428.0|127.0|9.0|BADW||||||||||||||||||||19|1.0
2595|торец|торца|торца|NOUN|2429.0|127.0|10.0|||||gent|sing|masc|inan|||||||||||||2|2.0
2596|до|до|до|PREP|2430.0|127.0|11.0|BADW||||||||||||||||||||12|1.0
2597|торец|торца|торца|NOUN|2431.0|127.0|12.0|||||gent|sing|masc|inan|||||||||||||2|2.0
2598|.|.|.|PNCT|2432.0|127.0|13.0|PNCT||||||||||||||||||||157|1.0
2599|аппарат|аппарат|Аппарат|NOUN|2433.0|128.0|1.0|SPEC||||nomn|sing|masc|inan|||||||||||||2|1.0
2600|на|на|на|INTJ|2434.0|128.0|2.0|BADW||||||||||||||||||||65|3.0
2601|25т|25т|25т|NUSR|2435.0|128.0|3.0|NUSR||||||||||||||||||||5|1.0
2602|по|по|по|NOUN|2436.0|128.0|4.0|BADW||||nomn|sing|neut|inan|||||||||Fixd|Abbr|||39|2.0
2603|блогзапись|блогзаписи|блогзаписи|NOUN|2437.0|128.0|5.0|||||nomn|plur|femn|inan||||||||||||блог|1|1.0
2604|вышел|вышел|вышел|VERB|2438.0|128.0|6.0||||||sing|masc||past|intr||perf||||indc|||||8|1.0
2605|на|на|на|INTJ|2439.0|128.0|7.0|BADW||||||||||||||||||||65|3.0
2606|15 чел|15 чел|15 чел|NUSR|2440.0|128.0|8.0|NUSR|114.0|||||||||||||||||||1|1.0
2607|15|15|15|NUMB|2440.0|128.0|8.0|NUMB||114.0||||||||||||||||||6|1.0
2608|чело|чел|чел|NOUN|2441.0|128.0|9.0|||114.0|1.0|gent|plur|neut|inan|||||||||||||2|1.0
2609|,|,|,|PNCT|2442.0|128.0|10.0|PNCT||||||||||||||||||||232|1.0
2610|7,1 метра|в 7,1 метра|в 7,1 метра|NUSR|2443.0|128.0|11.0|NUSR|115.0|||||||||||||||||||1|1.0
2611|в|в|в|NOUN|2443.0|128.0|11.0|BADW||115.0||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|1.0
2612|7,1|7,1|7,1|NUSR|2444.0|128.0|12.0|NUSR||115.0||||||||||||||||||1|1.0
2613|метр|метра|метра|NOUN|2445.0|128.0|13.0|||115.0||gent|sing|masc|inan|||||||||||||15|1.0
2614|при|при|при|PREP|2446.0|128.0|14.0|BADW||||||||||||||||||||13|1.0
2616|броня борта|броня борт|броне борт|2GRM|2447.0|128.0|15.0|nPNC|153.0|||||||||||||||||||4|2.0
2615|броня|броне|броне|NOUN|2447.0|128.0|15.0|SPEC||||datv|sing|femn|inan|||||||||||||27|1.0
2617|40мм|по 40мм|по 40мм|NUSR|2448.0|128.0|16.0|NUSR|116.0|||||||||||||||||||4|2.0
2618|по|по|по|NOUN|2448.0|128.0|16.0|BADW||116.0||nomn|sing|neut|inan|||||||||Fixd|Abbr|||39|2.0
2619|40мм|40мм|40мм|NUSR|2449.0|128.0|17.0|NUSR||116.0||||||||||||||||||4|2.0
2620|на|на|на|INTJ|2450.0|128.0|18.0|BADW||||||||||||||||||||65|3.0
2622|броня борта|борт броня|борт броню|2GRM|2451.0|128.0|19.0|nPNC|154.0|||||||||||||||||||4|2.0
2621|борт|борт|борт|NOUN|2451.0|128.0|19.0|||||nomn|sing|masc|inan|||||||||||||11|1.0
2623|.|.|.|PNCT|2452.0|128.0|20.0|PNCT||||||||||||||||||||157|1.0
2624|и|и|И|CONJ|2453.0|129.0|1.0|BADW||||||||||||||||||||104|1.0
2625|3 т|3 т|3 т|NUSR|2454.0|129.0|2.0|NUSR|117.0|||||||||||||||||||1|1.0
2626|3|3|3|NUMB|2454.0|129.0|2.0|NUMB||117.0||||||||||||||||||6|1.0
2627|т|т|т|ADJF|2455.0|129.0|3.0|BADW||117.0||nomn|sing|masc||||||||||Fixd|Abbr|||7|1.0
2628|,|,|,|PNCT|2456.0|129.0|4.0|PNCT||||||||||||||||||||232|2.0
2629|на|на|на|INTJ|2457.0|129.0|5.0|BADW||||||||||||||||||||65|1.0
2631|останется броня|броня остался|броню осталось|2GRM|2458.0|129.0|6.0|nPNC|182.0|||||||||||||||||||3|1.0
2630|броня|броню|броню|NOUN|2458.0|129.0|6.0|SPEC||||accs|sing|femn|inan|||||||||||||27|2.0
2632|остался|осталось|осталось|VERB|2459.0|129.0|7.0||||||sing|neut||past|intr||perf||||indc|||||4|1.0
2633|,|,|,|PNCT|2460.0|129.0|8.0|PNCT||||||||||||||||||||232|2.0
2634|это|это|это|PRCL|2461.0|129.0|9.0|BADW||||||||||||||||||||55|1.0
2635|или|или|или|CONJ|2462.0|129.0|10.0|BADW||||||||||||||||||||11|2.0
2636|в|в|в|NOUN|2463.0|129.0|11.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|2.0
2637|десантный|десантный|десантный|ADJF|2464.0|129.0|12.0|||||accs|sing|masc|inan||||||||||Qual|||1|1.0
2638|объём|объём|объём|NOUN|2465.0|129.0|13.0|||||accs|sing|masc|inan|||||||||||||3|1.0
2639|или|или|или|CONJ|2466.0|129.0|14.0|BADW||||||||||||||||||||11|2.0
2640|в|в|в|NOUN|2467.0|129.0|15.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|2.0
2641|лобовой|лобовую|лобовую|ADJF|2468.0|129.0|16.0|||||accs|sing|femn||||||||||||||2|1.0
2642|танковый|танковую|танковую|ADJF|2469.0|129.0|17.0|||||accs|sing|femn||||||||||||||2|1.0
2643|броня|броню|броню|NOUN|2470.0|129.0|18.0|SPEC||||accs|sing|femn|inan|||||||||||||27|2.0
2644|прекрасен|прекрасно|прекрасно|ADJS|2471.0|129.0|19.0|BADW|||||sing|neut|||||||||||Qual|||1|1.0
2645|встаю|встаёт|встаёт|VERB|2472.0|129.0|20.0||||||sing|||pres|intr||impf|3per|||indc|||||1|1.0
2646|.|.|.|PNCT|2473.0|129.0|21.0|PNCT||||||||||||||||||||157|1.0
2647|т-64|т-64|Т-64|DSNU|2474.0|130.0|1.0|DSNU||||||||||||||||||||1|1.0
2648|при|при|при|PREP|2475.0|130.0|2.0|BADW||||||||||||||||||||13|1.0
2649|36т|36т|36т|NUSR|2476.0|130.0|3.0|NUSR||||||||||||||||||||1|1.0
2650|,|,|,|PNCT|2477.0|130.0|4.0|PNCT||||||||||||||||||||232|2.0
2651|плаваю|плавал|плавал|VERB|2478.0|130.0|5.0||||||sing|masc||past|intr||impf||||indc|||||1|1.0
2652|,|,|,|PNCT|2479.0|130.0|6.0|PNCT||||||||||||||||||||232|2.0
2653|значит|значит|значит|CONJ|2480.0|130.0|7.0|BADW||||||||||||||||||||4|1.0
2654|и|и|и|CONJ|2481.0|130.0|8.0|BADW||||||||||||||||||||104|1.0
2655|этот|этот|этот|ADJF|2482.0|130.0|9.0|BADW||||nomn|sing|masc|||||||||||Apro|Anph||2|1.0
2656|смог|сможет|сможет|VERB|2483.0|130.0|10.0||||||sing|||futr|intr||perf|3per|||indc|||||1|1.0
2657|.|.|.|PNCT|2484.0|130.0|11.0|PNCT||||||||||||||||||||157|1.0
2658|причём|причём|Причём|CONJ|2485.0|131.0|1.0|BADW||||||||||||||||||||3|1.0
2659|если|если|если|CONJ|2486.0|131.0|2.0|BADW||||||||||||||||||||10|1.0
2660|посчитать|посчитать|посчитать|INFN|2487.0|131.0|3.0||||||||||||perf|||||||||1|1.0
2661|на|на|на|INTJ|2488.0|131.0|4.0|BADW||||||||||||||||||||65|1.0
2662|такой|таких|таких|ADJF|2489.0|131.0|5.0|BADW||||gent|plur||||||||||||Apro|||7|1.0
2663|же|же|же|CONJ|2490.0|131.0|6.0|BADW||||||||||||||||||||11|1.0
2664|поплавок|поплавках|поплавках|NOUN|2491.0|131.0|7.0||||||plur|masc|inan|||||||||||||3|1.0
2665|боте|без опвт то есть|без ОПВТ то есть|ABVR|2492.0|131.0|8.0|oPNC|118.0|||||||||||||||||||1|1.0
2666|без|без|без|PREP|2492.0|131.0|8.0|BADW||118.0||||||||||||||||||3|1.0
2667|опвт|опвт|ОПВТ|NOUN|2493.0|131.0|9.0|SPEC||118.0|||sing||anim||||||||||Name|||2|1.0
2668|то|то|то|CONJ|2494.0|131.0|10.0|BADW||118.0||||||||||||||||||19|1.0
2669|есть|есть|есть|INFN|2495.0|131.0|11.0|BADW||118.0|||||||||impf|||||||||35|1.0
2670|.|.|.|PNCT|2496.0|131.0|12.0|PNCT||||||||||||||||||||157|1.0
2671|простой|простой|Простой|ADJF|2497.0|132.0|1.0|||||gent|sing|femn|||||||||||Qual|||1|1.0
2672|фекальник|фекальник|фекальник|UNKN|2498.0|132.0|2.0|UNKN||||||||||||||||||||1|1.0
2673|откачал|откачает|откачает|VERB|2499.0|132.0|3.0||||||sing|||futr|tran||perf|3per|||indc|||||1|1.0
2674|сотня|сотни|сотни|NOUN|2500.0|132.0|4.0|||||gent|sing|femn|inan|||||||||||||3|1.0
2675|пулевой|пулевых|пулевых|ADJF|2501.0|132.0|5.0|||||gent|plur|||||||||||||||1|1.0
2676|пробитие|пробитий|пробитий|NOUN|2502.0|132.0|6.0|||||gent|plur|neut|inan|||||||||||||1|1.0
2677|спокоен|спокойно|спокойно|ADJS|2503.0|132.0|7.0|BADW|||||sing|neut|||||||||||Qual|||1|1.0
2678|.|.|.|PNCT|2504.0|132.0|8.0|PNCT||||||||||||||||||||157|1.0
2679|это|это|Это|PRCL|2505.0|133.0|1.0|BADW||||||||||||||||||||55|1.0
2680|не|не|не|PRCL|2506.0|133.0|2.0|||||||||||||||||||||40|2.0
2681|про|про|про|NOUN|2507.0|133.0|3.0|SPEC||||nomn|sing|femn|inan|||||||||Fixd|Abbr|||4|1.0
2682|брод|брод|брод|NOUN|2508.0|133.0|4.0|||||nomn|sing|masc|inan|||||||||||||1|1.0
2683|1,8 при|1,8 при|1,8 при|NUSR|2509.0|133.0|5.0|NUSR|119.0|||||||||||||||||||1|1.0
2684|1,8|1,8|1,8|NUSR|2509.0|133.0|5.0|NUSR||119.0||||||||||||||||||1|1.0
2685|при|при|при|PREP|2510.0|133.0|6.0|BADW||119.0||||||||||||||||||13|1.0
2686|высота|высоте|высоте|NOUN|2511.0|133.0|7.0|||||datv|sing|femn|inan|||||||||||||5|1.0
2687|т64=2,2|т64=2,2|Т64=2,2|WLTR|2512.0|133.0|8.0|WLTR||||||||||||||||||||1|1.0
2688|и|и|и|CONJ|2513.0|133.0|9.0|BADW||||||||||||||||||||104|1.0
2689|не|не|не|PRCL|2514.0|133.0|10.0|||||||||||||||||||||40|2.0
2690|телескопический|телескопическое|телескопическое|ADJF|2515.0|133.0|11.0|||||nomn|sing|neut||||||||||||||1|1.0
2691|опвт|опвт|ОПВТ|NOUN|2516.0|133.0|12.0|SPEC|||||sing||anim||||||||||Name|||2|1.0
2692|быстровозводимый|быстровозводимое|быстровоздвигаемое|ADJF|2517.0|133.0|13.0|||||nomn|sing|neut||||||||||||||1|1.0
2693|.|.|.|PNCT|2518.0|133.0|14.0|PNCT||||||||||||||||||||157|1.0
2694|поплавок|поплавок|Поплавок|NOUN|2519.0|134.0|1.0|||||nomn|sing|masc|inan|||||||||||||3|2.0
2695|2*1.2*1,2*9|2*1.2*1,2*9|2*1.2*1,2*9|NUSR|2520.0|134.0|2.0|NUSR||||||||||||||||||||1|1.0
2696|пф|поверх фальшбортов|поверх фальшбортов|ABVR|2521.0|134.0|3.0|oPNC|120.0|||||||||||||||||||1|1.0
2697|поверх|поверх|поверх|ADVB|2521.0|134.0|3.0|BADW||120.0||||||||||||||||||2|1.0
2698|фальшборт|фальшбортов|фальшбортов|NOUN|2522.0|134.0|4.0|||120.0||gent|plur|masc|inan|||||||||||||8|1.0
2699|это|это|это|PRCL|2523.0|134.0|5.0|BADW||||||||||||||||||||55|2.0
2700|26 кубов|26 кубов|26 кубов|NUSR|2524.0|134.0|6.0|NUSR|121.0|||||||||||||||||||1|1.0
2701|26|26|26|NUMB|2524.0|134.0|6.0|NUMB||121.0||||||||||||||||||1|1.0
2702|куб|кубов|кубов|NOUN|2525.0|134.0|7.0|SPEC||121.0||gent|plur|masc|inan|||||||||||||7|2.0
2703|21|к имеющимся 21|к имеющимся 21|NUSR|2526.0|134.0|8.0|NUSR|122.0|||||||||||||||||||2|2.0
2704|к|к|к|NOUN|2526.0|134.0|8.0|BADW||122.0||nomn|sing|masc|anim|||||||||Fixd|Abbr|||5|1.0
2705|имеющийся|имеющимся|имеющимся|PRTF|2527.0|134.0|9.0|||122.0|||sing|masc||pres|intr||impf|||actv||||||1|1.0
2706|21|21|21|NUMB|2528.0|134.0|10.0|NUMB||122.0||||||||||||||||||2|2.0
2707|,|,|,|PNCT|2529.0|134.0|11.0|PNCT||||||||||||||||||||232|6.0
2708|суммарен|суммарно|суммарно|ADJS|2530.0|134.0|12.0|BADW|||||sing|neut|||||||||||Qual|||1|1.0
2709|уж|уже|уже|NOUN|2531.0|134.0|13.0|BADW|||||sing|masc|anim|||||||||||||7|1.0
2710|под|под|под|NOUN|2532.0|134.0|14.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||17|1.0
2711|50|50|50|NUMB|2533.0|134.0|15.0|NUMB||||||||||||||||||||4|1.0
2712|вл|вышло легче|вышло легче|ABVR|2534.0|134.0|16.0|oPNC|123.0|||||||||||||||||||1|1.0
2713|вышел|вышло|вышло|VERB|2534.0|134.0|16.0|||123.0|||sing|neut||past|intr||perf||||indc|||||8|1.0
2714|легче|легче|легче|COMP|2535.0|134.0|17.0|||123.0||||||||||||||||||1|1.0
2715|поплавок|поплавок|поплавок|NOUN|2536.0|134.0|18.0|||||nomn|sing|masc|inan|||||||||||||3|2.0
2716|ничтожный|ничтожное|ничтожное|ADJF|2537.0|134.0|19.0|||||nomn|sing|neut|||||||||||Qual|||1|1.0
2717|изделие|изделие|изделие|NOUN|2538.0|134.0|20.0|||||nomn|sing|neut|inan|||||||||||||3|1.0
2718|,|,|,|PNCT|2539.0|134.0|21.0|PNCT||||||||||||||||||||232|6.0
2719|могу|может|может|VERB|2540.0|134.0|22.0|BADW|||||sing|||pres|intr||impf|3per|||indc|||||6|2.0
2720|быть|быть|быть|INFN|2541.0|134.0|23.0|BADW|||||||||||impf|||||||||3|2.0
2721|на|на|на|INTJ|2542.0|134.0|24.0|BADW||||||||||||||||||||65|1.0
2722|полобъём|полобъёма|полобъёма|NOUN|2543.0|134.0|25.0|||||gent|sing|masc|inan||||||||||||пол|1|1.0
2723|надувной|надувным|надувным|ADJF|2544.0|134.0|26.0||||||sing|masc||||||||||||||1|1.0
2724|,|,|,|PNCT|2545.0|134.0|27.0|PNCT||||||||||||||||||||232|6.0
2725|складной|складным|складным|ADJF|2546.0|134.0|28.0||||||sing|masc||||||||||||||1|1.0
2726|частичен|частично|частично|ADJS|2547.0|134.0|29.0|BADW|||||sing|neut|||||||||||Qual|||1|1.0
2727|,|,|,|PNCT|2548.0|134.0|30.0|PNCT||||||||||||||||||||232|6.0
2728|да|да|да|CONJ|2549.0|134.0|31.0|BADW||||||||||||||||||||8|1.0
2729|пусть|пусть|пусть|CONJ|2550.0|134.0|32.0|BADW||||||||||||||||||||5|1.0
2730|капаю|капает|капает|VERB|2551.0|134.0|33.0||||||sing|||pres|tran||impf|3per|||indc|||||1|1.0
2731|после|после|после|ADVB|2552.0|134.0|34.0|BADW||||||||||||||||||||1|1.0
2732|закручивание|закручивания|закручивания|NOUN|2553.0|134.0|35.0|||||gent|sing|neut|inan|||||||||||||1|1.0
2733|крышка|крышек|крышек|NOUN|2554.0|134.0|36.0|||||gent|plur|femn|inan|||||||||||||1|1.0
2734|сверху|сверху|сверху|ADVB|2555.0|134.0|37.0|BADW||||||||||||||||||||4|1.0
2735|,|,|,|PNCT|2556.0|134.0|38.0|PNCT||||||||||||||||||||232|6.0
2736|конечен|конечно|конечно|ADJS|2557.0|134.0|39.0|BADW|||||sing|neut|||||||||||Qual|||4|1.0
2737|много|много|много|ADVB|2558.0|134.0|40.0|BADW||||||||||||||||||||4|1.0
2738|куб|кубов|кубов|NOUN|2559.0|134.0|41.0|SPEC||||gent|plur|masc|inan|||||||||||||7|2.0
2739|могу|могут|могут|VERB|2560.0|134.0|42.0|BADW|||||plur|||pres|intr||impf|3per|||indc|||||6|2.0
2740|быть|быть|быть|INFN|2561.0|134.0|43.0|BADW|||||||||||impf|||||||||3|2.0
2741|вынесен|вынесены|вынесены|PRTS|2562.0|134.0|44.0||||||plur|||past|||perf|||pssv||||||1|1.0
2742|в|в|в|NOUN|2563.0|134.0|45.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|1.0
2743|нашлёпка|нашлёпки|нашлёпки|NOUN|2564.0|134.0|46.0|||||gent|sing|femn|inan|||||||||||||1|1.0
2744|спереди|спереди|спереди|ADVB|2565.0|134.0|47.0|BADW||||||||||||||||||||2|1.0
2745|и|и|и|CONJ|2566.0|134.0|48.0|BADW||||||||||||||||||||104|1.0
2746|сзади|сзади|сзади|ADVB|2567.0|134.0|49.0|BADW||||||||||||||||||||2|1.0
2747|,|,|,|PNCT|2568.0|134.0|50.0|PNCT||||||||||||||||||||232|6.0
2748|это|это|это|PRCL|2569.0|134.0|51.0|BADW||||||||||||||||||||55|2.0
2749|же|же|же|CONJ|2570.0|134.0|52.0|BADW||||||||||||||||||||11|1.0
2750|повысил|повысит|повысит|VERB|2571.0|134.0|53.0||||||sing|||futr|tran||perf|3per|||indc|||||2|1.0
2751|мореходность|мореходность|мореходность|NOUN|2572.0|134.0|54.0|||||nomn|sing|femn|inan|||||||||||||1|1.0
2752|.|.|.|PNCT|2573.0|134.0|55.0|PNCT||||||||||||||||||||157|1.0
2753|время|время|Время|NOUN|2574.0|135.0|1.0|||||nomn|sing|neut|inan|||||||||||||1|1.0
2754|одевание|одевания|одевания|NOUN|2575.0|135.0|2.0|||||nomn|plur|neut|inan|||||||||||||1|1.0
2755|ниже|ниже|ниже|ADVB|2576.0|135.0|3.0|BADW||||||||||||||||||||3|1.0
2756|15 минут|15 минут|15 минут|NUSR|2577.0|135.0|4.0|NUSR|124.0|||||||||||||||||||1|1.0
2757|15|15|15|NUMB|2577.0|135.0|4.0|NUMB||124.0||||||||||||||||||6|1.0
2758|минута|минут|минут|NOUN|2578.0|135.0|5.0|||124.0||gent|plur|femn|inan|||||||||||||1|1.0
2759|,|,|,|PNCT|2579.0|135.0|6.0|PNCT||||||||||||||||||||232|1.0
2760|сброс|сброс|сброс|NOUN|2580.0|135.0|7.0|||||nomn|sing|masc|inan|||||||||||||1|1.0
2761|секунда|секундами|секундами|NOUN|2581.0|135.0|8.0||||||plur|femn|inan|||||||||||||1|1.0
2762|по|по|по|NOUN|2582.0|135.0|9.0|BADW||||nomn|sing|neut|inan|||||||||Fixd|Abbr|||39|1.0
2763|кнопка|кнопке|кнопке|NOUN|2583.0|135.0|10.0|||||datv|sing|femn|inan|||||||||||||1|1.0
2764|.|.|.|PNCT|2584.0|135.0|11.0|PNCT||||||||||||||||||||157|1.0
2765|и|и|И|CONJ|2585.0|136.0|1.0|BADW||||||||||||||||||||104|1.0
2766|летающий|летающий|летающий|PRTF|2586.0|136.0|2.0|||||accs|sing|masc|inan|pres|intr||impf|||actv||||||2|1.0
2767|танк|танк|танк|NOUN|2587.0|136.0|3.0|SPEC||||accs|sing|masc|inan|||||||||||||21|1.0
2768|в|в|в|NOUN|2588.0|136.0|4.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|1.0
2769|конец|конце|конце|NOUN|2589.0|136.0|5.0||||||sing|masc|inan|||||||||||||2|1.0
2770|видео|видео|видео|NOUN|2590.0|136.0|6.0|||||accs|sing|neut|inan|||||||||Fixd||||1|1.0
2771|.|.|.|PNCT|2591.0|136.0|7.0|PNCT||||||||||||||||||||157|1.0
2772|сравнивать|сравнивать|Сравнивать|INFN|2592.0|137.0|1.0||||||||||||impf|||||||||1|1.0
2773|с|с|с|NOUN|2593.0|137.0|2.0|BADW||||nomn|sing|femn|inan|||||||||Fixd|Abbr|||27|1.0
2774|т-15|т-15|Т-15|DSNU|2594.0|137.0|3.0|DSNU||||||||||||||||||||2|1.0
2775|не|не|не|PRCL|2595.0|137.0|4.0|||||||||||||||||||||40|1.0
